rssdid,name,address,city,state,zipcode,year,quarter
983055,FIRST BANK OF BANCROFT,301 MAIN STREET,BANCROFT,NE,68004,2021,3
983055,FIRST BANK OF BANCROFT,301 MAIN STREET,BANCROFT,NE,68004,2021,4
983158,GRANT COUNTY STATE BANK,202 NORTH MAIN STREET,CARSON,ND,58529,2021,1
983158,GRANT COUNTY STATE BANK,202 NORTH MAIN STREET,CARSON,ND,58529,2021,2
983158,GRANT COUNTY STATE BANK,202 NORTH MAIN STREET,CARSON,ND,58529,2021,3
983158,GRANT COUNTY STATE BANK,202 NORTH MAIN STREET,CARSON,ND,58529,2021,4
983457,"ARMED FORCES BANK, NATIONAL ASSOCIATION",320 KANSAS AVENUE,FORT LEAVENWORTH,KS,66027,2021,1
983457,"ARMED FORCES BANK, NATIONAL ASSOCIATION",320 KANSAS AVENUE,FORT LEAVENWORTH,KS,66027,2021,2
983457,"ARMED FORCES BANK, NATIONAL ASSOCIATION",320 KANSAS AVENUE,FORT LEAVENWORTH,KS,66027,2021,3
983457,"ARMED FORCES BANK, NATIONAL ASSOCIATION",320 KANSAS AVENUE,FORT LEAVENWORTH,KS,66027,2021,4
983550,HOME STATE BANK,1435 EAST HIGHWAY 12,LITCHFIELD,MN,55355,2021,1
983550,HOME STATE BANK,1435 EAST HIGHWAY 12,LITCHFIELD,MN,55355,2021,2
983550,HOME STATE BANK,1435 EAST HIGHWAY 12,LITCHFIELD,MN,55355,2021,3
983550,HOME STATE BANK,1435 EAST HIGHWAY 12,LITCHFIELD,MN,55355,2021,4
984258,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,405 WEST MAIN STREET,ARDMORE,OK,73401,2021,1
984258,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,405 WEST MAIN STREET,ARDMORE,OK,73401,2021,2
984258,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,405 WEST MAIN STREET,ARDMORE,OK,73401,2021,3
984258,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,405 WEST MAIN STREET,ARDMORE,OK,73401,2021,4
984351,FARMERS BANK & TRUST,101 SOUTH FOURTH,ATWOOD,KS,67730,2021,1
984351,FARMERS BANK & TRUST,101 SOUTH FOURTH,ATWOOD,KS,67730,2021,2
984351,FARMERS BANK & TRUST,101 SOUTH FOURTH,ATWOOD,KS,67730,2021,3
984351,FARMERS BANK & TRUST,101 SOUTH FOURTH,ATWOOD,KS,67730,2021,4
984379,ALTABANK,33 EAST MAIN STREET,AMERICAN FORK,UT,84003,2021,1
984379,ALTABANK,33 EAST MAIN STREET,AMERICAN FORK,UT,84003,2021,2
984379,ALTABANK,33 EAST MAIN STREET,AMERICAN FORK,UT,84003,2021,3
984454,SECURITY STATE BANK OF KENYON,602 2ND STREET,KENYON,MN,55946,2021,1
984454,SECURITY STATE BANK OF KENYON,602 2ND STREET,KENYON,MN,55946,2021,2
984454,SECURITY STATE BANK OF KENYON,602 2ND STREET,KENYON,MN,55946,2021,3
984454,SECURITY STATE BANK OF KENYON,602 2ND STREET,KENYON,MN,55946,2021,4
984650,FARMERS AND MERCHANTS BANK,402 MAIN STREET,AXTELL,NE,68924,2021,1
984650,FARMERS AND MERCHANTS BANK,402 MAIN STREET,AXTELL,NE,68924,2021,2
984650,FARMERS AND MERCHANTS BANK,402 MAIN STREET,AXTELL,NE,68924,2021,3
984650,FARMERS AND MERCHANTS BANK,402 MAIN STREET,AXTELL,NE,68924,2021,4
984856,"TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE",800 WEST HIGHWAY 50,TIPTON,MO,65081,2021,1
984856,"TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE",800 WEST HIGHWAY 50,TIPTON,MO,65081,2021,2
